hour,weekday,month,is_weekend,is_rush_hour,rain_mm_per_hr,temperature_c,aqi,wind_kmh,visibility_m,zone_flood_risk,congestion,traffic_delay_min,road_closure,driver_speed,hist_avg_speed,speed_deviation,distance_remaining,risk_score,delay_level,parametric_trigger,income_loss_pct
9,5,6,1,1,21.91,36.8,45,8.3,7253.0,0.6,1,18,0,22.0,21.7,0.015,0.33,52.75,1,0,0.39
7,0,6,0,1,58.53,38.3,35,29.1,3311.0,0.85,3,45,0,2.2,20.4,0.894,0.2,94.1,3,1,0.848
21,4,6,0,0,20.84,37.0,59,14.6,7520.0,0.8,1,17,0,19.1,25.6,0.255,0.97,57.45,1,0,0.441
20,2,8,0,1,26.43,30.3,73,17.2,7323.0,0.8,1,20,0,9.7,26.6,0.634,11.27,59.15,1,0,0.478
20,5,3,1,1,0.0,33.8,95,5.0,9589.0,0.7,1,16,0,22.2,24.5,0.094,5.47,21.96,0,0,0.133
5,5,8,1,0,42.01,31.7,71,13.8,4721.0,0.78,0,3,0,14.2,23.9,0.405,4.51,54.44,1,1,0.45
8,2,8,0,1,20.79,31.8,41,5.0,8154.0,0.48,2,30,0,14.2,22.8,0.378,4.8,58.79,1,0,0.505
15,2,10,0,0,80.44,27.8,104,17.4,903.0,0.65,1,17,0,0.0,23.8,1.0,3.07,97.97,3,1,0.797
22,1,11,0,0,137.18,26.2,107,37.5,50.0,0.58,3,38,0,0.0,22.2,1.0,4.97,98.18,3,1,0.797
15,1,7,0,0,61.27,31.7,58,20.7,3242.0,0.75,1,18,0,10.3,22.6,0.545,0.2,70.03,2,1,0.658
9,4,5,0,1,32.16,39.2,87,14.4,5976.0,0.58,2,33,0,16.1,20.6,0.221,3.63,73.7,2,0,0.675
19,6,4,1,1,2.94,34.4,113,4.9,10000.0,0.8,1,20,0,15.0,21.6,0.305,15.53,30.68,0,0,0.37
6,5,4,1,0,21.82,30.7,125,11.4,7904.0,0.72,0,6,0,10.7,23.5,0.544,1.32,44.03,1,0,0.417
20,5,1,1,1,10.69,28.5,72,7.5,8464.0,0.85,1,14,0,16.1,24.0,0.328,7.29,33.02,0,0,0.276
22,0,6,0,0,26.6,33.1,39,18.5,6378.0,0.58,0,8,0,19.6,30.6,0.357,0.73,36.14,0,0,0.302
22,4,5,0,0,0.17,36.7,107,22.3,9716.0,0.5,1,17,0,11.6,21.6,0.465,6.94,29.77,0,0,0.257
6,3,12,0,0,1.8,26.4,104,5.6,10000.0,0.9,1,18,0,15.2,23.6,0.354,0.79,37.22,0,0,0.289
14,2,8,0,1,9.05,31.4,37,16.7,8964.0,0.65,2,32,0,20.7,17.0,0.215,3.42,47.85,1,0,0.42
15,4,6,0,0,28.05,35.1,50,18.7,6156.0,0.5,0,1,0,17.1,18.7,0.083,1.18,41.91,1,0,0.245
7,2,8,0,1,41.83,31.3,83,23.6,4578.0,0.5,2,24,0,10.8,26.9,0.599,0.35,73.81,2,1,0.77
14,4,3,0,1,0.0,31.8,66,55.8,10000.0,0.7,2,31,0,0.0,18.9,1.0,2.89,45.97,1,0,0.358
16,6,7,1,0,80.72,32.4,58,36.9,50.0,0.42,2,33,0,0.8,25.7,0.969,11.91,77.18,2,1,0.639
9,3,9,0,1,20.18,32.2,80,5.6,7599.0,0.6,2,29,0,15.3,17.6,0.131,6.26,64.26,2,0,0.42
9,2,7,0,1,88.89,31.1,60,23.6,50.0,0.8,3,45,0,0.0,22.6,1.0,2.4,100.0,3,1,0.921
2,6,6,1,0,44.32,36.3,74,30.3,4947.0,0.58,0,3,0,17.2,19.8,0.129,1.24,57.3,1,1,0.478
22,1,12,0,0,53.72,25.8,113,22.2,3015.0,0.7,1,17,0,6.4,18.0,0.646,7.36,82.15,3,1,0.697
19,2,11,0,1,16.74,27.9,130,7.8,8129.0,0.85,1,17,0,14.8,27.3,0.459,4.38,94.76,3,0,0.887
18,1,9,0,1,46.19,29.6,84,10.2,4523.0,0.48,2,27,0,4.7,24.9,0.811,0.2,76.7,2,1,0.654
1,0,8,0,0,49.96,31.9,37,28.5,4077.0,0.8,1,20,0,13.5,25.7,0.474,5.22,61.74,2,1,0.468
16,1,9,0,0,17.38,33.6,101,27.2,8542.0,0.4,0,8,0,14.6,18.1,0.196,2.08,43.97,1,0,0.327
7,5,4,1,1,6.99,32.5,120,4.0,9349.0,0.8,1,21,0,21.6,22.1,0.022,6.96,44.26,1,0,0.43
17,5,6,1,1,80.85,38.8,61,29.1,297.0,0.48,3,45,0,0.0,20.1,1.0,3.51,100.0,3,1,0.791
16,4,1,0,0,5.02,29.2,85,14.6,9085.0,0.6,0,7,0,23.2,23.0,0.01,2.37,21.96,0,0,0.214
19,2,7,0,1,79.38,34.6,64,24.8,1010.0,0.8,3,44,0,0.0,19.0,1.0,0.2,93.52,3,1,0.849
8,2,8,0,1,68.02,31.8,61,55.3,1366.0,0.4,3,38,0,0.0,19.3,1.0,2.19,94.32,3,1,0.776
1,4,4,0,0,5.41,34.2,81,34.4,8637.0,0.85,0,8,0,30.5,20.5,0.484,1.36,32.74,0,0,0.183
21,6,12,1,0,40.7,24.7,103,13.5,5098.0,0.8,1,13,0,20.8,24.8,0.16,2.08,71.18,2,1,0.598
21,2,11,0,0,60.41,25.2,139,22.6,2132.0,0.72,1,17,0,6.2,17.9,0.653,15.61,100.0,3,1,0.774
12,3,10,0,1,55.88,30.4,95,13.0,3197.0,0.85,2,24,0,11.2,21.3,0.477,7.59,97.53,3,1,0.857
3,2,8,0,0,31.92,32.3,75,6.7,6521.0,0.4,0,1,0,15.8,23.7,0.333,0.2,32.4,0,0,0.286
13,2,11,0,1,64.01,28.0,95,26.9,2366.0,0.72,3,39,0,3.1,26.8,0.885,4.81,97.56,3,1,0.792
13,0,3,0,1,0.0,28.0,90,5.4,10000.0,0.4,1,21,0,18.5,20.8,0.112,0.98,18.55,0,0,0.219
19,2,10,0,1,53.05,26.8,135,20.6,3083.0,0.8,2,31,0,8.7,21.4,0.595,4.06,100.0,3,1,0.923
18,2,3,0,1,1.73,30.8,51,8.9,9932.0,0.55,2,30,0,11.1,22.4,0.502,17.22,31.18,0,0,0.256
3,3,10,0,0,42.12,29.0,118,25.2,5627.0,0.65,1,16,0,16.8,18.3,0.084,1.64,91.56,3,1,0.83
17,1,5,0,1,0.7,35.2,62,5.4,9575.0,0.6,1,19,0,20.9,23.1,0.094,3.35,32.39,0,0,0.346
6,5,11,1,0,59.98,25.7,64,18.2,2781.0,0.42,1,16,0,0.0,19.3,1.0,2.31,94.63,3,1,0.792
4,6,12,1,0,47.8,29.4,91,80.0,4251.0,0.55,0,4,0,9.9,19.7,0.498,0.31,72.59,2,1,0.6
11,1,3,0,0,5.33,31.3,124,8.9,8738.0,0.8,0,6,0,29.8,17.2,0.734,1.07,26.76,0,0,0.184
3,6,7,1,0,73.94,33.4,77,31.3,555.0,0.42,2,27,0,0.0,23.5,1.0,2.05,70.59,2,1,0.592
19,2,12,0,1,84.15,28.1,61,36.8,635.0,0.78,3,40,1,0.0,23.3,1.0,0.2,100.0,3,1,0.873
12,5,7,1,1,116.38,32.7,73,26.6,50.0,0.85,3,45,0,0.0,29.0,1.0,5.35,100.0,3,1,0.843
15,6,11,1,0,74.58,26.6,164,16.2,558.0,0.8,2,27,1,0.0,23.4,1.0,1.04,98.15,3,1,0.774
15,1,8,0,0,33.43,29.1,93,8.9,5743.0,0.78,0,5,0,19.9,23.0,0.136,7.24,43.87,1,0,0.313
22,0,6,0,0,0.0,37.0,98,25.4,10000.0,0.4,0,1,0,22.9,22.8,0.004,7.41,7.23,0,0,0.112
21,5,5,1,0,0.0,37.5,116,8.2,9860.0,0.8,0,3,0,20.4,25.8,0.209,1.12,16.91,0,0,0.131
19,0,4,0,1,0.0,37.3,40,22.9,9902.0,0.65,2,25,0,16.7,35.3,0.527,3.64,41.77,1,0,0.404
10,1,10,0,1,53.46,30.1,70,25.7,2927.0,0.42,3,37,0,3.5,22.9,0.849,6.02,100.0,3,1,0.763
6,0,6,0,0,19.55,33.6,125,16.8,7652.0,0.48,0,5,0,23.2,24.4,0.049,0.3,40.72,1,0,0.3
15,6,7,1,0,44.0,34.0,73,20.2,4966.0,0.5,0,1,0,6.7,25.5,0.737,5.06,50.11,1,1,0.473
12,2,7,0,1,77.99,34.3,67,58.2,727.0,0.82,3,42,0,0.0,22.2,1.0,0.52,96.37,3,1,0.846
8,1,8,0,1,65.73,32.3,57,24.9,2307.0,0.85,3,44,0,2.0,22.1,0.911,4.52,97.62,3,1,0.875
4,3,11,0,0,44.07,24.0,182,16.8,4658.0,0.48,1,18,0,19.9,18.6,0.07,0.82,83.06,3,1,0.71
12,6,12,1,1,39.78,25.1,109,27.5,5057.0,0.58,2,27,0,7.8,29.1,0.732,9.95,89.6,3,1,0.786
16,5,6,1,0,44.82,35.3,99,21.5,4186.0,0.55,0,5,0,14.3,23.6,0.395,5.0,47.87,1,1,0.428
16,6,11,1,0,78.2,29.7,89,16.5,418.0,0.58,2,26,0,1.6,16.3,0.903,2.32,98.9,3,1,0.863
18,2,10,0,1,93.63,30.0,50,21.3,50.0,0.58,3,44,0,0.0,18.9,1.0,16.42,100.0,3,1,0.797
12,2,8,0,1,49.47,32.1,78,28.6,4121.0,0.8,3,37,0,6.2,19.5,0.681,4.96,83.86,3,1,0.756
9,2,12,0,1,36.42,26.5,83,13.9,6139.0,0.42,2,25,0,0.0,26.8,1.0,2.05,84.98,3,1,0.728
14,1,4,0,1,0.0,33.5,106,22.0,10000.0,0.75,1,12,0,16.7,20.2,0.173,4.9,32.7,0,0,0.269
22,3,2,0,0,0.0,27.1,83,17.7,10000.0,0.8,0,1,0,22.6,26.1,0.135,12.82,18.36,0,0,0.11
2,3,11,0,0,110.96,25.6,124,57.5,50.0,0.82,3,44,0,2.5,21.4,0.885,4.25,96.11,3,1,0.861
13,3,7,0,1,39.47,32.1,68,14.9,4729.0,0.65,2,31,0,6.9,20.6,0.665,4.66,77.3,2,1,0.682
9,6,11,1,1,75.05,25.6,129,17.0,600.0,0.8,3,41,1,0.0,28.3,1.0,1.23,100.0,3,1,0.871
5,1,11,0,0,80.03,27.3,94,26.0,492.0,0.48,3,43,0,0.0,28.5,1.0,0.2,90.93,3,1,0.893
12,0,2,0,1,0.43,24.8,55,10.3,10000.0,0.82,2,33,0,18.3,19.3,0.05,0.32,37.1,0,0,0.356
16,2,11,0,0,88.24,28.9,95,19.2,50.0,0.48,3,44,0,0.0,24.2,1.0,10.51,100.0,3,1,0.824
13,2,7,0,1,49.48,32.8,50,12.4,4547.0,0.4,3,37,0,11.6,21.3,0.454,7.32,72.46,2,1,0.647
1,0,7,0,0,34.16,32.4,79,8.0,5907.0,0.8,0,7,0,15.9,26.0,0.386,2.17,39.69,0,0,0.362
15,5,9,1,0,3.35,28.5,102,6.8,10000.0,0.75,0,5,0,12.3,22.9,0.462,0.61,25.94,0,0,0.313
8,1,12,0,1,43.34,28.1,71,13.6,4187.0,0.8,3,38,0,0.1,22.4,0.997,7.26,99.48,3,1,0.838
9,3,1,0,1,0.0,22.2,84,20.6,10000.0,0.5,2,28,0,20.5,18.3,0.119,0.25,33.08,0,0,0.256
9,1,7,0,1,64.06,34.3,83,39.2,1784.0,0.48,3,44,0,4.8,24.0,0.798,1.08,76.8,2,1,0.728
20,5,9,1,1,9.55,29.0,75,9.8,8404.0,0.48,1,16,0,23.9,20.0,0.198,1.89,44.07,1,0,0.38
2,6,10,1,0,18.61,25.5,134,8.8,8518.0,0.4,0,2,0,23.2,17.9,0.291,3.19,50.97,1,0,0.39
10,0,9,0,1,0.09,30.3,50,12.9,10000.0,0.78,1,18,0,22.2,24.1,0.078,7.73,41.15,1,0,0.422
11,4,3,0,0,0.82,32.1,91,4.4,10000.0,0.9,1,12,0,26.9,29.1,0.074,5.28,22.98,0,0,0.115
16,4,5,0,0,13.53,38.1,102,44.7,8968.0,0.68,0,2,0,22.9,20.9,0.097,4.56,43.84,1,0,0.387
19,0,6,0,1,53.8,33.5,93,17.0,4018.0,0.82,3,36,0,0.0,23.7,1.0,0.99,98.04,3,1,0.693
18,0,11,0,1,37.57,26.5,131,28.2,5393.0,0.58,1,16,0,0.4,18.2,0.98,4.55,93.35,3,1,0.775
18,3,5,0,1,12.57,38.8,154,6.3,8686.0,0.82,2,33,0,3.5,19.9,0.823,5.77,79.04,2,0,0.685
7,2,4,0,1,14.87,33.7,112,7.9,8716.0,0.72,2,32,0,17.2,19.9,0.136,1.11,48.15,1,0,0.402
21,6,12,1,0,32.31,23.3,73,9.6,5239.0,0.44,0,4,0,16.7,27.9,0.399,1.24,42.85,1,0,0.354
11,5,1,1,0,8.0,27.6,110,4.9,9791.0,0.65,0,1,0,24.6,22.3,0.106,9.53,26.54,0,0,0.212
0,3,12,0,0,38.51,24.4,110,8.7,5152.0,0.42,2,25,0,2.5,23.5,0.892,3.91,93.53,3,1,0.779
17,2,9,0,1,7.99,27.1,35,3.1,8880.0,0.48,1,14,0,22.6,23.9,0.052,4.13,34.83,0,0,0.28
15,3,11,0,0,69.17,27.6,85,19.2,1693.0,0.8,3,41,1,0.0,18.1,1.0,2.22,100.0,3,1,0.942
6,1,5,0,0,17.48,43.3,48,12.5,8152.0,0.65,0,5,0,23.6,23.7,0.006,1.36,56.11,1,1,0.49
22,2,1,0,0,8.69,25.5,130,5.3,9568.0,0.68,0,6,0,27.4,28.1,0.023,2.09,17.91,0,0,0.169
14,3,10,0,1,46.31,29.7,72,14.8,3148.0,0.7,3,45,0,0.0,21.8,1.0,3.72,100.0,3,1,0.819
12,6,11,1,1,15.92,29.9,122,21.9,8153.0,0.58,1,18,0,9.6,19.9,0.517,3.53,84.71,3,0,0.727
11,0,10,0,0,84.04,27.5,78,18.2,50.0,0.68,3,40,0,0.0,21.0,1.0,5.46,97.99,3,1,0.838
7,3,3,0,1,3.26,31.4,89,16.1,9670.0,0.8,0,8,0,21.8,19.8,0.1,0.54,19.29,0,0,0.07
22,5,10,1,0,51.1,27.8,77,28.4,3676.0,0.65,1,21,0,13.7,20.3,0.325,5.81,89.61,3,1,0.627
17,5,10,1,1,73.18,27.1,20,20.0,1556.0,0.72,3,45,0,0.0,27.3,1.0,1.73,100.0,3,1,0.819
14,1,9,0,1,2.76,27.6,20,18.8,9967.0,0.6,1,13,0,19.6,23.4,0.163,0.78,30.29,0,0,0.256
16,5,10,1,0,56.62,30.4,90,12.3,3180.0,0.75,1,17,0,16.8,17.8,0.057,5.59,92.3,3,1,0.743
19,5,11,1,1,107.36,24.0,123,24.3,50.0,0.5,3,41,0,0.0,18.8,1.0,2.42,100.0,3,1,0.826
16,6,9,1,0,20.22,31.7,46,6.1,7560.0,0.82,0,1,0,24.4,20.3,0.198,6.32,42.47,1,0,0.338
5,0,2,0,0,0.0,28.2,73,16.5,9448.0,0.78,1,21,0,15.2,18.5,0.177,2.52,21.49,0,0,0.101
17,6,7,1,1,6.81,31.3,61,6.1,9393.0,0.5,1,18,0,16.6,29.2,0.432,2.25,38.15,0,0,0.369
14,2,2,0,1,1.23,30.4,76,22.2,10000.0,0.55,1,13,0,24.2,21.0,0.153,0.45,20.91,0,0,0.226
22,6,6,1,0,27.61,32.6,96,6.1,7170.0,0.72,0,8,0,20.7,20.6,0.007,13.17,50.95,1,0,0.448
18,0,6,0,1,19.97,37.6,68,5.9,7226.0,0.42,2,28,0,12.8,26.5,0.514,4.07,64.18,2,0,0.582
9,3,2,0,1,2.16,23.0,70,1.8,10000.0,0.44,2,24,0,14.0,22.3,0.373,0.28,23.94,0,0,0.141
6,1,6,0,0,63.05,35.8,99,67.1,3337.0,0.72,1,19,0,19.1,25.8,0.261,4.3,68.33,2,1,0.631
13,3,2,0,1,0.0,28.5,111,27.5,8711.0,0.44,2,29,0,6.6,24.8,0.733,1.68,32.56,0,0,0.25
17,3,11,0,1,43.55,26.5,88,15.2,4422.0,0.42,2,25,0,8.1,17.5,0.535,1.5,96.0,3,1,0.866
7,4,12,0,1,0.0,29.3,39,24.3,9550.0,0.78,2,28,0,25.8,20.1,0.284,2.86,45.0,1,0,0.344
16,1,2,0,0,0.36,31.8,111,11.3,10000.0,0.5,0,1,0,21.0,22.9,0.083,7.66,10.73,0,0,0.166
19,5,12,1,1,37.49,27.6,135,27.5,5810.0,0.7,3,38,0,0.0,19.1,1.0,1.26,100.0,3,1,0.874
7,0,8,0,1,41.25,33.3,80,13.1,5236.0,0.7,3,43,0,0.5,16.6,0.968,1.47,89.72,3,1,0.734
17,4,5,0,1,0.0,34.6,86,4.0,10000.0,0.7,1,13,0,26.7,25.9,0.034,2.31,33.49,0,0,0.262
3,5,2,1,0,2.66,26.1,124,16.0,9929.0,0.78,0,3,0,19.3,19.3,0.0,2.42,14.07,0,0,0.074
0,6,7,1,0,37.57,33.3,36,15.7,5871.0,0.78,0,1,0,9.5,26.5,0.643,9.42,61.72,2,1,0.569
1,5,10,1,0,53.85,27.2,78,33.4,3430.0,0.44,0,4,0,0.0,25.2,1.0,3.64,82.19,3,1,0.649
16,0,10,0,0,72.09,25.6,96,21.2,718.0,0.78,2,31,1,6.2,20.1,0.689,4.53,95.09,3,1,0.831
22,0,1,0,0,5.57,28.9,114,39.1,8957.0,0.7,0,2,0,12.6,22.2,0.433,0.2,25.35,0,0,0.174
18,2,2,0,1,0.5,27.8,79,1.7,9661.0,0.72,2,27,0,14.5,25.6,0.433,0.99,34.64,0,0,0.251
8,2,6,0,1,78.25,31.6,44,16.3,438.0,0.55,3,42,0,0.0,15.2,1.0,2.26,98.07,3,1,0.809
3,1,5,0,0,5.94,39.8,150,21.7,9357.0,0.42,0,6,0,30.6,21.5,0.425,0.82,35.26,0,0,0.268
16,5,4,1,0,0.0,33.8,131,4.6,10000.0,0.9,0,6,0,30.1,26.3,0.145,0.78,21.8,0,0,0.158
0,1,5,0,0,0.0,35.0,131,1.5,10000.0,0.78,0,4,0,9.7,22.8,0.574,6.03,38.53,0,0,0.357
19,3,11,0,1,68.24,27.2,110,29.3,1576.0,0.7,3,40,0,0.0,23.7,1.0,14.74,97.31,3,1,0.835
8,1,12,0,1,41.97,24.4,82,17.9,4487.0,0.85,3,43,0,4.4,29.0,0.849,0.25,100.0,3,1,0.812
9,5,6,1,1,76.78,36.7,90,23.3,1560.0,0.9,3,45,0,0.0,20.8,1.0,2.35,100.0,3,1,0.875
9,1,11,0,1,86.44,26.6,109,21.7,50.0,0.65,3,45,0,9.7,15.3,0.366,8.75,100.0,3,1,0.79
18,6,5,1,1,12.15,37.7,125,5.1,8626.0,0.55,1,21,0,27.0,19.0,0.426,5.17,44.59,1,0,0.353
8,5,7,1,1,50.45,33.6,73,12.9,4671.0,0.68,2,33,0,8.2,22.4,0.632,1.47,78.24,2,1,0.738
8,2,4,0,1,14.78,30.0,112,14.5,8702.0,0.82,1,12,0,10.8,24.7,0.564,13.99,53.28,1,0,0.366
14,4,9,0,1,38.07,31.9,51,28.2,5033.0,0.4,3,38,0,4.6,20.0,0.773,1.26,80.46,3,1,0.682
12,2,12,0,1,0.0,27.3,70,3.9,10000.0,0.65,1,17,0,19.2,20.9,0.082,4.18,33.36,0,0,0.329
22,1,8,0,0,0.0,30.8,77,5.3,10000.0,0.55,0,5,0,19.9,26.0,0.232,2.87,13.4,0,0,0.135
8,6,6,1,1,42.11,36.3,20,13.9,4569.0,0.8,3,43,0,9.1,20.7,0.56,2.36,95.3,3,1,0.842
4,5,9,1,0,16.9,32.3,30,10.0,8192.0,0.82,0,3,0,19.2,18.2,0.054,10.45,49.54,1,0,0.404
14,3,3,0,1,0.0,33.8,73,11.2,10000.0,0.82,1,21,0,26.2,16.9,0.55,5.49,30.09,0,0,0.242
7,6,11,1,1,96.53,26.1,129,28.0,50.0,0.78,3,38,0,0.0,23.6,1.0,0.81,100.0,3,1,0.766
11,3,7,0,0,65.9,32.7,99,22.8,2115.0,0.82,3,36,0,0.0,24.6,1.0,2.7,91.84,3,1,0.774
7,3,7,0,1,36.34,34.0,44,13.4,6110.0,0.75,2,30,0,4.1,24.9,0.836,1.24,77.42,2,1,0.695
20,2,8,0,1,15.81,32.9,67,10.4,7156.0,0.72,1,20,0,9.9,23.0,0.57,0.34,60.6,2,0,0.571
9,3,9,0,1,0.0,30.0,79,58.1,9715.0,0.9,2,29,0,25.3,21.9,0.154,3.38,56.81,1,0,0.514
18,1,2,0,1,0.0,26.6,119,9.5,10000.0,0.72,1,14,0,17.2,18.5,0.07,9.17,28.18,0,0,0.181
21,2,9,0,0,27.48,32.1,87,19.1,6348.0,0.5,0,1,0,19.9,25.5,0.219,2.74,38.7,0,0,0.305
21,5,4,1,0,13.25,34.8,156,15.8,7810.0,0.6,0,7,0,14.4,28.0,0.487,0.2,27.22,0,0,0.296
13,1,10,0,1,98.88,26.7,88,20.6,50.0,0.68,3,45,0,0.0,21.8,1.0,0.92,98.86,3,1,0.85
23,4,11,0,0,36.13,28.5,136,19.5,5537.0,0.78,1,16,0,14.0,28.9,0.516,0.79,99.91,3,1,0.794
17,1,11,0,1,119.38,23.5,124,32.5,50.0,0.82,3,39,0,0.0,17.2,1.0,2.72,100.0,3,1,0.843
6,4,8,0,0,24.67,31.7,45,24.3,7773.0,0.55,0,5,0,23.0,20.2,0.139,0.72,26.55,0,0,0.322
20,4,8,0,1,36.01,33.4,79,11.9,5243.0,0.65,3,38,0,0.0,22.5,1.0,1.56,87.16,3,1,0.719
12,6,3,1,1,3.87,27.9,91,4.9,9199.0,0.4,1,17,0,24.4,20.6,0.187,1.42,15.72,0,0,0.099
6,0,10,0,0,62.21,30.8,74,28.1,2210.0,0.65,1,12,0,6.2,22.1,0.719,16.68,92.7,3,1,0.829
19,0,5,0,1,6.15,35.0,92,5.4,9313.0,0.5,2,32,0,22.8,21.1,0.08,0.89,49.82,1,0,0.516
16,1,7,0,0,45.15,33.0,87,13.0,4875.0,0.7,1,12,0,16.2,18.6,0.131,10.7,57.4,1,1,0.502
20,4,5,0,1,4.67,40.5,137,9.4,8964.0,0.44,1,19,0,13.0,27.1,0.521,0.2,38.87,0,0,0.278
19,2,3,0,1,2.84,30.4,121,2.7,10000.0,0.72,1,20,0,9.1,18.7,0.511,1.43,32.7,0,0,0.275
9,2,9,0,1,0.0,33.0,110,13.7,10000.0,0.65,1,13,0,19.4,14.2,0.365,2.31,33.72,0,0,0.265
8,3,1,0,1,3.75,27.3,90,1.5,9895.0,0.5,2,31,0,9.1,14.0,0.349,1.76,26.28,0,0,0.204
18,3,10,0,1,3.7,28.7,107,4.2,10000.0,0.72,2,26,0,15.3,24.3,0.373,1.26,64.52,2,0,0.555
15,6,5,1,0,45.43,38.6,128,14.8,5013.0,0.9,0,5,0,19.6,20.2,0.031,2.95,70.45,2,1,0.592
3,6,1,1,0,6.07,25.5,76,28.6,9304.0,0.44,0,4,0,22.7,19.3,0.173,0.2,17.59,0,0,0.231
7,2,7,0,1,64.67,33.4,94,22.2,2419.0,0.9,3,45,0,7.1,16.3,0.563,0.2,91.76,3,1,0.783
6,0,1,0,0,3.29,21.3,115,5.8,9458.0,0.8,0,7,0,10.6,25.0,0.574,1.38,21.51,0,0,0.308
15,4,5,0,0,0.0,38.1,167,4.5,9630.0,0.55,1,12,0,16.9,18.8,0.099,4.31,31.25,0,0,0.236
4,1,10,0,0,96.56,32.1,102,33.5,50.0,0.72,2,24,0,0.0,19.6,1.0,1.86,100.0,3,1,0.907
7,2,2,0,1,2.64,28.8,85,29.6,9938.0,0.7,2,24,0,29.1,21.6,0.343,13.0,29.48,0,0,0.178
14,2,11,0,1,0.0,29.4,184,1.8,10000.0,0.9,2,30,0,12.2,20.2,0.394,1.37,67.44,2,0,0.62
6,0,1,0,0,3.82,25.2,99,19.7,9640.0,0.48,0,4,0,22.2,23.2,0.044,4.47,9.62,0,0,0.211
8,3,4,0,1,10.9,37.1,124,20.4,9077.0,0.42,1,20,0,17.3,25.2,0.311,2.54,29.93,0,0,0.299
20,4,10,0,1,72.12,25.5,88,49.2,1200.0,0.78,3,41,1,5.9,30.7,0.807,7.41,100.0,3,1,0.829
17,1,5,0,1,0.0,40.0,147,11.9,9531.0,0.4,1,18,0,24.6,22.0,0.12,0.37,35.81,0,0,0.201
9,6,2,1,1,0.0,26.0,91,13.7,9928.0,0.55,0,3,0,28.4,28.6,0.009,1.78,18.47,0,0,0.166
20,6,6,1,1,63.46,32.0,124,18.9,2231.0,0.9,3,37,0,9.8,24.4,0.599,1.16,94.07,3,1,0.743
8,0,5,0,1,0.0,37.8,174,1.6,10000.0,0.6,1,17,0,18.0,14.2,0.264,2.67,32.76,0,0,0.242
15,5,11,1,0,61.76,26.1,116,21.2,2615.0,0.75,1,20,0,9.9,16.5,0.397,0.76,100.0,3,1,0.843
10,3,5,0,1,0.9,39.0,124,12.2,9782.0,0.72,2,30,0,26.0,13.8,0.884,0.61,59.73,1,0,0.6
18,1,10,0,1,77.54,26.8,113,42.3,1343.0,0.58,3,36,0,0.0,19.1,1.0,2.24,100.0,3,1,0.788
10,6,11,1,1,2.48,26.8,137,22.4,9810.0,0.55,2,31,0,15.7,19.0,0.174,2.63,57.26,1,0,0.51
8,1,7,0,1,0.0,30.0,56,9.1,10000.0,0.48,2,33,0,13.2,24.6,0.463,0.35,41.22,1,0,0.37
15,0,11,0,0,133.49,25.5,139,29.1,50.0,0.75,2,28,0,0.0,20.9,1.0,2.27,100.0,3,1,0.855
18,1,6,0,1,9.23,34.7,54,17.7,8978.0,0.8,1,21,0,13.6,16.0,0.152,5.58,49.85,1,0,0.4
14,3,12,0,1,29.09,23.9,91,28.7,5893.0,0.55,2,26,0,5.1,20.2,0.75,9.77,76.74,2,0,0.551
18,2,2,0,1,1.58,26.4,110,7.0,10000.0,0.4,1,17,0,25.4,21.5,0.18,11.55,15.56,0,0,0.065
11,3,9,0,0,0.0,30.7,69,15.2,10000.0,0.48,1,21,0,28.3,20.9,0.354,0.41,23.52,0,0,0.24
19,0,7,0,1,71.9,33.6,20,23.5,842.0,0.72,3,37,0,0.0,15.7,1.0,2.69,92.14,3,1,0.818
15,1,6,0,0,77.29,33.9,127,21.4,787.0,0.75,2,31,0,0.1,20.9,0.995,3.85,92.08,3,1,0.808
7,2,9,0,1,14.95,31.1,56,18.5,7993.0,0.7,1,17,0,27.6,21.1,0.309,2.18,49.41,1,0,0.467
20,6,10,1,1,49.17,28.6,84,10.2,4844.0,0.55,2,31,0,0.4,20.5,0.98,2.58,98.27,3,1,0.743
19,4,1,0,1,2.04,27.8,52,26.8,10000.0,0.7,2,27,0,13.2,24.2,0.455,0.58,29.75,0,0,0.336
22,3,3,0,0,3.13,31.3,98,26.8,9648.0,0.78,0,0,0,16.9,20.5,0.177,7.03,18.51,0,0,0.182
14,5,10,1,1,70.78,29.4,58,20.6,1849.0,0.82,3,43,0,0.0,18.2,1.0,0.82,100.0,3,1,0.773
17,4,9,0,1,14.31,26.9,107,5.7,8400.0,0.4,2,32,0,9.8,28.2,0.651,2.97,54.49,1,0,0.451
20,5,12,1,1,30.51,26.6,59,10.4,5439.0,0.75,2,28,0,17.1,16.7,0.021,1.07,78.16,2,0,0.605
2,0,10,0,0,38.92,28.3,113,20.7,6181.0,0.48,2,32,0,0.7,21.1,0.966,2.09,99.49,3,1,0.844
21,0,12,0,0,27.21,23.9,85,15.4,6118.0,0.82,0,4,0,15.2,26.3,0.422,2.32,49.44,1,0,0.347
8,4,10,0,1,93.13,29.8,78,21.5,50.0,0.65,3,36,0,0.0,16.7,1.0,3.34,96.87,3,1,0.825
2,5,5,1,0,7.7,34.0,177,15.8,8894.0,0.4,0,2,0,29.2,23.6,0.239,5.23,26.33,0,0,0.152
8,2,2,0,1,0.0,28.6,75,11.2,10000.0,0.5,2,28,0,16.9,19.6,0.137,0.66,30.03,0,0,0.26
